A|83.9578173073
AA|62.2882261446
AAPL|83.3887522719
ABBV|58.7992139283
ABC|61.933960526
ABT|52.6103790777
ACE|16.4291780788
ACN|64.333763202
ACT|23.4819256376
ADBE|96.6047351289
ADI|32.5449996256
ADM|40.4069526229
ADP|6.49280057442
ADS|1.80302085127
ADSK|17.8074888858
ADT|66.0043891594
AEE|60.0043587283
AEP|33.9268732269
AES|26.715971151
AET|72.7064479293
AFL|34.6528409701
AGN|50.1730717022
AIG|1.25371490289
AIV|2.06088204641
AIZ|8.39212834642
AKAM|62.2728027528
ALL|74.5372023711
ALLE|22.362997115
ALTR|62.3814927212
ALXN|15.2378218627
AMAT|69.4454917668
AME|93.1448360068
AMGN|71.9005673734
AMP|4.04399251335
AMT|96.0514971694
AMZN|27.5499354054
AN|47.7531980771
AON|97.8490203523
APA|96.0376291344
APC|71.6723064192
APD|78.5851436468
APH|69.3837605972
ARG|50.1396108916
ATI|26.0748251637
AVB|55.1259860358
AVP|72.8071031654
AVY|83.72702624
AXP|57.0756542638
AZO|5.03865190854
BA|64.3533322144
BAC|86.2580428428
BAX|83.3796930501
BBBY|18.6802711037
BBT|5.85539782529
BBY|96.073973937
BCR|23.6070650165
BDX|86.8228004146
BEAM|17.7369414095
BEN|77.0224268664
BF.B|77.937940034
BHI|96.9056088285
BIIB|68.6360285904
BK|87.9236911745
BLK|75.3965436108
BLL|27.350873343
BMS|97.7434437111
BMY|9.20377942601
BRCM|69.5223865369
BRK.B|52.4272976253
BSX|50.9821128306
BTU|29.1032962142
BWA|73.1536450146
BXP|43.802729176
C|28.0405971294
CA|1.22717503099
CAG|32.7199495788
CAH|63.7883804439
CAM|46.8417452391
CAT|67.1017897932
CB|49.8666819851
CBG|20.9853791407
CBS|8.92220904675
CCE|63.6511083679
CCI|20.6320690873
CCL|66.8347004857
CELG|95.9333131962
CERN|51.9855509926
CF|14.909272409
CFN|32.326239262
CHK|18.1168583236
CHRW|21.1342740207
CI|29.6636755241
CINF|91.0604969412
CL|43.5919177552
CLF|64.1743497824
CLX|94.5818654801
CMA|99.9795113364
CMCSA|14.4559398766
CME|2.07493598726
CMG|74.4637222523
CMI|56.6737785016
CMS|89.2871070544
CNP|19.493412471
CNX|92.9767583165
COF|98.1288773357
COG|42.1990494535
COH|2.60909740714
COL|29.8676642335
COP|56.2416840287
COST|83.9995735075
COV|91.7561206454
CPB|22.1989737719
CRM|72.3439068031
CSC|49.1578094426
CSCO|94.0944403895
CSX|32.2902515407
CTAS|76.2154807161
CTL|39.8337853847
CTSH|25.9753181197
CTXS|98.3157580651
CVC|46.1155570234
CVS|78.8341218987
CVX|54.4775258596
D|67.414286566
DAL|9.00629267846
DD|26.7061590152
DE|65.0259507529
DFS|46.4193684178
DG|58.8328291
DGX|18.1996522021
DHI|21.4920956809
DHR|0.43897088922
DIS|19.4452342493
DISCA|28.2000201998
DLPH|78.8107672957
DLTR|10.4706511076
DNB|48.8585315453
DNR|41.2635194451
DO|52.0828234918
DOV|51.2667502149
DOW|90.4187167059
DPS|24.1144918243
DRI|29.8964803744
DTE|14.3656944138
DTV|0.18900194751
DUK|75.1715198317
DVA|40.0363028784
DVN|49.2918269177
EA|65.8956792174
EBAY|81.9162539326
ECL|82.0788305456
ED|79.4640122097
EFX|44.3963532655
EIX|78.4117197408
EL|79.860278751
EMC|84.6638550161
EMN|86.7749095749
EMR|14.7162316874
EOG|32.390515706
EQR|4.75439260257
EQT|68.43144764
ESRX|96.4931017249
ESV|12.4997780232
ETFC|80.9906923
ETN|15.2839886401
ETR|83.1971748221
EW|14.5708572729
EXC|9.24848780094
EXPD|51.8312646633
EXPE|73.999239793
F|86.9089082081
FAST|25.1250361768
FB|88.701558877
FCX|53.4852904144
FDO|45.9007334945
FDX|95.5805725251
FE|23.0626738049
FFIV|15.945032728
FIS|85.5618883764
FISV|27.5183321318
FITB|67.8510507411
FLIR|62.6434679885
FLR|80.4460634697
FLS|21.5564835948
FMC|31.6977921406
FOSL|51.3174071999
FOXA|31.1892662922
FRX|57.9753066964
FSLR|1.40376435573
FTI|81.562572663
FTR|23.8382075661
GAS|42.4304865296
GCI|59.0782740565
GD|97.4718958086
GE|77.3597452619
GGP|73.0850744514
GHC|29.4431580563
GILD|99.5272202533
GIS|73.8942752247
GLW|59.6099664366
GM|43.1082889082
GME|29.8521644892
GNW|90.2078372677
GOOG|58.1084054882
GPC|5.10759832101
GPS|45.5841630433
GRMN|15.4848511993
GS|50.6577425168
GT|20.8528364325
GWW|14.5790816827
HAL|59.2455202442
HAR|94.0139021039
HAS|16.7208138614
HBAN|44.4556568611
HCBK|61.0483741918
HCN|82.5060736377
HCP|96.4444376113
HD|77.9534470705
HES|60.3910130513
HIG|64.9381752614
HOG|79.1948945213
HON|82.1861962581
HOT|85.936080375
HP|20.0162189156
HPQ|86.8605770626
HRB|51.1205700415
HRL|15.3975760887
HRS|2.23673646694
HSP|82.8453705001
HST|83.6673481164
HSY|77.2201789198
HUM|96.187521154
IBM|16.7722350572
ICE|92.6788554919
IFF|36.3798615822
IGT|41.4605597053
INTC|71.7614819056
INTU|71.0833917922
IP|91.5895444828
IPG|49.7560851905
IR|72.9351254091
IRM|42.9014275928
ISRG|41.2953995913
ITW|88.0359417767
IVZ|88.0195961229
JBL|26.3425794671
JCI|34.7275364033
JEC|0.742106708943
JNJ|24.4810945952
JNPR|17.9222867807
JOY|63.3413688462
JPM|91.2225859285
JWN|3.4117898604
K|34.4292982451
KEY|73.0209237501
KIM|93.9916662551
KLAC|46.9192912225
KMB|42.3750003191
KMI|46.0778042933
KMX|26.7024428462
KO|97.9600883636
KORS|33.1464718458
KR|47.9332019354
KRFT|50.7123054909
KSS|11.4346480874
KSU|71.5763314385
L|55.5680069463
LB|43.5023615443
LEG|28.6725406619
LEN|46.4554162081
LH|42.4522701185
LIFE|90.3273016579
LLL|67.2518687758
LLTC|29.835493911
LLY|89.8072042903
LM|23.8401538236
LMT|69.2820046474
LNC|43.4197742125
LO|65.9874095249
LOW|4.93057438001
LRCX|70.0614351047
LSI|87.6527002093
LUK|35.6774725784
LUV|31.5499354797
LYB|5.971152204
M|37.3517664246
MA|1.12689339621
MAC|26.9689332035
MAR|12.0292498831
MAS|25.3410679402
MAT|55.3771309701
MCD|12.6506218941
MCHP|30.8120434898
MCK|62.8944346662
MCO|56.5773982618
MDLZ|34.1426862954
MDT|46.4963699603
MET|60.6117267856
MHFI|57.0204770351
MHK|24.5844323539
MJN|84.7790104179
MKC|94.0081354386
MMC|86.0856514879
MMM|80.0377570517
MNST|37.9781396725
MO|88.3402588545
MON|88.7981387415
MOS|42.8289083537
MPC|67.822761344
MRK|31.6717576192
MRO|33.8573682767
MS|39.1156976718
MSFT|40.1269862234
MSI|33.393253483
MTB|68.081334743
MU|41.671403219
MUR|92.0942297231
MWV|87.2598209317
MYL|5.81659066884
NBL|92.3887906274
NBR|10.639031522
NDAQ|18.8140591832
NE|97.9623742743
NEE|56.2405433672
NEM|10.9842622337
NFLX|86.4899997568
NFX|90.3713456761
NI|29.5962962744
NKE|29.0707134885
NLSN|51.4159155053
NOC|14.1543935081
NOV|67.7332838675
NRG|17.8889574831
NSC|39.2543709463
NTAP|92.9664727381
NTRS|52.9723378566
NU|31.1935000384
NUE|19.0439585871
NVDA|10.6699559588
NWL|33.7868867782
NWSA|30.9968348269
OI|0.588981597157
OKE|32.0479153691
OMC|21.4172591856
ORCL|54.2141655713
ORLY|71.9756765905
OXY|2.23549973059
PAYX|54.3886330465
PBCT|11.7602356626
PBI|20.4494876846
PCAR|21.3137790804
PCG|5.00750046729
PCL|75.4234581178
PCLN|82.5941734952
PCP|55.488417945
PDCO|88.6491763124
PEG|4.81399390209
PEP|95.9455556922
PETM|49.7105964729
PFE|56.7928145302
PFG|49.1568339609
PG|86.2036083464
PGR|0.486954390789
PH|60.5459382042
PHM|38.6401723938
PKI|43.3660421654
PLD|47.2767164629
PLL|10.0921613596
PM|96.1187638132
PNC|61.5737091907
PNR|62.6445827684
PNW|44.3829161551
POM|34.7633279207
PPG|34.3224926263
PPL|85.9339122145
PRGO|51.3050157465
PRU|12.9067122728
PSA|71.5532373481
PSX|97.7470372539
PVH|84.7338497636
PWR|40.8278553786
PX|90.0666729879
PXD|21.8797339601
QCOM|72.5979746184
QEP|23.8558181917
R|42.0985927723
RAI|27.4289503027
RDC|20.5147276332
REGN|52.7705297077
RF|89.436436771
RHI|56.0657398703
RHT|69.6673900152
RIG|80.2119823125
RL|22.3883115016
ROK|81.1460641762
ROP|21.1212564603
ROST|25.4482342032
RRC|65.7915055602
RSG|85.2201450424
RTN|97.9621208463
SBUX|17.7805170223
SCG|51.9498579695
SCHW|93.9106001283
SE|53.0408571083
SEE|13.5477782716
SHW|71.2291364625
SIAL|47.4748268378
SJM|79.4931401339
SLB|31.6165393453
SLM|69.0702407935
SNA|41.8665748471
SNDK|42.5414706231
SNI|72.8712373969
SO|71.281496934
SPG|90.1104273256
SPLS|47.2831348294
SRCL|97.7858837183
SRE|98.2920205558
STI|81.2405832881
STJ|48.9826344988
STT|43.6025436352
STX|55.5385843402
STZ|15.1789392848
SWK|91.9926598014
SWN|53.4609584982
SWY|3.2552490108
SYK|68.3211807096
SYMC|2.02573546309
SYY|43.4385398238
T|0.997785737375
TAP|53.2253638623
TDC|48.8023402292
TE|93.5429908573
TEG|74.3961462755
TEL|50.0998254542
TGT|16.0621629938
THC|50.7470030916
TIF|12.4042093929
TJX|42.5648799852
TMK|46.2482666718
TMO|50.0843849958
TRIP|66.2062262942
TROW|52.2135383564
TRV|20.2881306099
TSN|32.1118864868
TSO|39.509816217
TSS|49.4449737209
TWC|72.310580341
TWX|77.0766572107
TXN|3.84651489053
TXT|80.2413858646
TYC|34.3664377518
UNH|14.6339970642
UNM|77.0150824928
UNP|64.3200036958
UPS|33.9052028794
URBN|45.1992952416
USB|21.055840918
UTX|69.8308001101
V|80.9638386247
VAR|59.6910542319
VFC|96.1628215802
VIAB|61.710715251
VLO|67.7440227887
VMC|61.406453844
VNO|90.6999636243
VRSN|48.3844798875
VRTX|51.3243702875
VTR|13.8675550074
VZ|31.5099199417
WAG|29.8831301999
WAT|67.5261319858
WDC|90.0780218235
WEC|76.3858132701
WFC|33.6459402436
WFM|38.481549801
WHR|88.1891121933
WIN|79.8745101437
WLP|27.6846039869
WM|81.8454231844
WMB|97.3294262131
WMT|24.208495137
WPX|87.1229052458
WU|74.4146412951
WY|67.3732044205
WYN|3.79394510897
WYNN|59.8520001946
X|32.497584153
XEL|97.7236645999
XL|18.5363012044
XLNX|18.1089910313
XOM|93.8014171555
XRAY|58.8682559592
XRX|1.08327515777
XYL|19.7876987441
YHOO|87.7407484573
YUM|21.3272108444
ZION|80.7601186765
ZMH|25.4332794721
ZTS|49.5926596868
